1 0 0 0
0 1 0 0
0 0 1 0
0 0 0 1   0.999977  0.00333136  0.00592236     59.7824
-0.00332514    0.999994 -0.00105977    -57.7079
-0.00592586  0.00104005    0.999982     984.987
          0           0           0           1    0.99993  0.00651887  0.00988583     193.145
-0.00648645    0.999974 -0.00330745    -210.121
-0.00990713  0.00324309    0.999946     854.586
          0           0           0           1   0.999927  0.00843025  0.00866423     8.69717
-0.00835884    0.999931 -0.00824554    -560.095
-0.00873314  0.00817252    0.999928     953.664
          0           0           0           1   0.999863  0.00906211   0.0138587     67.7112
-0.00900129     0.99995  -0.0044453    -565.181
 -0.0138983  0.00431994    0.999894     1913.35
          0           0           0           1   0.99971  0.0116458   0.021069    221.289
-0.0114296   0.999881 -0.0103543    -997.84
-0.0211871  0.0101105   0.999724    2359.41
         0          0          0          1 0.999273 0.0198124 0.0325613  -19.8416
-0.019396  0.999727 -0.013055  -1206.89
-0.032811  0.012414  0.999384   2532.65
        0         0         0         1  0.998807  0.0147447  0.0465542   -443.117
-0.0139786   0.999762 -0.0167404   -1340.54
-0.0467899  0.0160697   0.998775    3404.47
         0          0          0          1  0.997308  0.0149389  0.0717938   -602.202
-0.0130357   0.999553  -0.026905    -1622.3
-0.0721636  0.0258966   0.997056    3477.63
         0          0          0          1  0.994124  0.0449172  0.0984823   -879.286
-0.0427883   0.998805 -0.0236243    -1334.2
-0.0994257  0.0192716   0.994858    3326.59
         0          0          0          1  0.991495  0.0468313   0.121424   -1095.16
-0.0435656   0.998617 -0.0294135   -1480.96
 -0.122634  0.0238735   0.992165    3819.48
         0          0          0          1   0.98782  0.0547794   0.145636   -798.001
-0.0518027   0.998365 -0.0241565   -983.545
 -0.146722  0.0163179   0.989043    3786.09
         0          0          0          1  0.984857  0.0892251   0.148643   -1266.49
-0.0853467   0.995828 -0.0322828   -211.919
 -0.150903  0.0191077   0.988364    2061.85
         0          0          0          1  0.980893  0.0924014   0.171201   -1098.97
-0.0879614   0.995565 -0.0333579    124.925
 -0.173524  0.0176615   0.984671    1313.88
         0          0          0          1  0.976235  0.0954879   0.194543   -1112.08
-0.0906096   0.995311 -0.0338428    455.215
 -0.196863   0.015411    0.98031    1257.37
         0          0          0          1   0.96831   0.105278   0.226476   -1025.89
-0.0991938   0.994338 -0.0381132    971.497
 -0.229206  0.0144403    0.97327      999.5
         0          0          0          1  0.960443   0.114885   0.253673   -698.972
 -0.108426   0.993325 -0.0393481    1667.46
   -0.2565  0.0102868   0.966489     937.76
         0          0          0          1  0.954048   0.100416   0.282328   -882.374
 -0.094132   0.994916 -0.0357715    2386.58
 -0.284485 0.00755159    0.95865    1471.16
         0          0          0          1    0.947038    0.0969286     0.306143     -879.714
  -0.0925219      0.99529   -0.0289093      2683.83
   -0.307503 -0.000946742     0.951546      1520.42
           0            0            0            1  0.939004   0.109221   0.326099   -1182.18
 -0.108099   0.993904 -0.0216204    2489.24
 -0.326473 -0.0149492   0.945088    1601.49
         0          0          0          1   0.938591     0.10452    0.328819    -1913.13
  -0.109111    0.994019 -0.00451225     2359.07
  -0.327324  -0.0316426    0.944382     2125.94
          0           0           0           1   0.932324    0.134302    0.335759    -2355.77
  -0.139524    0.990181 -0.00864128     1914.72
  -0.333623  -0.0387901    0.941908     2565.46
          0           0           0           1   0.922268    0.126987    0.365095     -2290.1
  -0.133391    0.991033 -0.00774107      2103.4
  -0.362804   -0.041561    0.930938     2193.66
          0           0           0           1  0.907661   0.141481   0.395136   -1846.25
 -0.145926   0.989114 -0.0189548    1564.35
 -0.393516  -0.040456   0.918426    940.778
         0          0          0          1   0.89901   0.140166    0.41489   -1201.88
 -0.143996   0.989329 -0.0222159    1138.14
 -0.413576   -0.03977     0.9096    603.865
         0          0          0          1  0.886833    0.14767   0.437858   -673.235
 -0.151982   0.988056 -0.0254056    867.339
  -0.43638  -0.044016   0.898684      88.58
         0          0          0          1     0.878   0.152492   0.453719     -2.049
 -0.154936   0.987404 -0.0320417     63.181
  -0.45289 -0.0421648   0.890568    30.6789
         0          0          0          1    0.8749   0.173228   0.452263    1021.77
 -0.178265   0.983467 -0.0318401   -341.626
 -0.450301 -0.0527657   0.891316    88.7343
         0          0          0          1  0.868027   0.167888   0.467271    2044.99
 -0.177181   0.983876 -0.0243607    77.5982
 -0.463827 -0.0616458   0.883778     -219.5
         0          0          0          1  0.864528   0.156874   0.477474    2946.42
 -0.168942   0.985463 -0.0178836    770.102
 -0.473338 -0.0652044   0.878464   -553.317
         0          0          0          1  0.806498   0.226148   0.546276    5283.38
 -0.240648   0.969517 -0.0460797    672.771
 -0.540046 -0.0942972   0.836336   -1895.56
         0          0          0          1  0.791317   0.217874   0.571268    6486.37
 -0.228853   0.971978 -0.0536945     574.58
 -0.566959 -0.0882471   0.819005   -2695.65
         0          0          0          1  0.780715     0.2161   0.586331    6970.44
 -0.228009   0.972121 -0.0546889    881.768
 -0.581804 -0.0909925   0.808223   -3102.18
         0          0          0          1  0.776429    0.21475   0.592485    7334.08
 -0.230087   0.971846 -0.0507314    1131.77
   -0.5867 -0.0969338   0.803982   -2891.51
         0          0          0          1  0.76911  0.214669  0.601984   7419.29
-0.232939  0.971268 -0.048749   1117.42
-0.595154 -0.102732  0.797018  -2548.94
