1 0 0 0
0 1 0 0
0 0 1 0
0 0 0 1   0.999984  0.00183382  0.00536082     47.2536
-0.00184029    0.999998  0.00120283    -20.6372
 -0.0053586 -0.00121268    0.999985     986.174
          0           0           0           1   0.999952  0.00352431   0.0091856     181.046
-0.00351458    0.999993 -0.00107561    -166.637
-0.00918933  0.00104328    0.999957     856.015
          0           0           0           1   0.999915  0.00686188   0.0110576     40.7642
-0.00685995    0.999976 -0.00021262    -439.315
 -0.0110588 0.000136748    0.999939     951.564
          0           0           0           1   0.999836  0.00501205   0.0174053     127.387
-0.00506982    0.999982  0.00327639    -450.482
 -0.0173885 -0.00336409    0.999843     1911.91
          0           0           0           1   0.999627  0.00732966   0.0263087     308.177
-0.00741269    0.999968     0.00306    -793.943
 -0.0262854 -0.00325387    0.999649     2359.66
          0           0           0           1   0.999103   0.0118557    0.040654      94.229
 -0.0120399    0.999918  0.00428833    -938.847
 -0.0405998 -0.00477396    0.999164     2533.01
          0           0           0           1  0.998171  0.0209503  0.0567031   -314.979
-0.0214873    0.99973 0.00887649    -937.46
-0.0565018 -0.0100787   0.998352    3410.96
         0          0          0          1  0.996235  0.0279605  0.0820575   -522.601
-0.0286839   0.999559 0.00764967   -1059.41
-0.0818075 -0.0099746   0.996598    3505.13
         0          0          0          1  0.993064  0.0313326   0.113328   -833.908
-0.0324363   0.999442 0.00790792   -781.312
 -0.113017  -0.011529   0.993526    3370.41
         0          0          0          1  0.989571  0.0359305   0.139497   -1007.01
 -0.037657   0.999243 0.00975596   -776.823
 -0.139041 -0.0149072   0.990174    3857.44
         0          0          0          1  0.985757   0.034193   0.164662   -716.071
-0.0373088   0.999178  0.0158658   -257.933
 -0.163984 -0.0217832   0.986222    3799.72
         0          0          0          1   0.98467  0.0322885   0.171413   -1267.47
-0.0356732   0.999224  0.0167014    595.994
 -0.170741 -0.0225602   0.985058    2045.23
         0          0          0          1  0.980367  0.0316612   0.194622    -1142.2
-0.0357492   0.999207  0.0175276    927.793
 -0.193913 -0.0241411   0.980722    1280.42
         0          0          0          1  0.974867   0.032261   0.220439   -1163.56
-0.0373751   0.999119   0.019067    1270.16
  -0.21963 -0.0268268   0.975214    1205.68
         0          0          0          1   0.96604  0.0376835    0.25563   -1097.78
-0.0432329   0.998935  0.0161222    1776.87
  -0.25475 -0.0266264    0.96664    926.425
         0          0          0          1  0.957419  0.0362924   0.286412   -939.324
-0.0431945   0.998908  0.0178154    2617.38
 -0.285452 -0.0294282   0.957941    823.269
         0          0          0          1  0.948446  0.0402167   0.314377   -1169.63
-0.0498313   0.998502  0.0226027    3393.08
 -0.312997 -0.0371033   0.949029    1326.03
         0          0          0          1   0.93945  0.0389865   0.340461   -1143.33
-0.0519403   0.998229  0.0290131    3683.98
 -0.338727   -0.04494   0.939811    1349.72
         0          0          0          1  0.930214  0.0449992   0.364249    -1400.4
-0.0624833   0.997384  0.0363524    3456.04
 -0.361661  -0.056575   0.930592    1438.64
         0          0          0          1   0.92374  0.0483963   0.379951   -1949.55
-0.0727211   0.996102  0.0499216    3294.85
 -0.376054  -0.073745   0.923659    1941.87
         0          0          0          1  0.917873  0.0539271   0.393193   -2261.66
-0.0816377   0.995193  0.0540832     2898.2
 -0.388386 -0.0817409   0.917864    2394.95
         0          0          0          1  0.904871  0.0515916   0.422547   -2229.49
-0.0827252   0.995016  0.0556653     3084.7
  -0.41757 -0.0853252    0.90463    2009.08
         0          0          0          1  0.891354  0.0607863   0.449214   -1840.79
-0.0920232   0.994599   0.048011    2531.43
  -0.44387  -0.084133   0.892133    765.586
         0          0          0          1   0.88322  0.0604764   0.465044   -1193.67
-0.0931901   0.994507  0.0476582     2130.4
 -0.459607 -0.0854301   0.884004    424.586
         0          0          0          1  0.870316   0.062482   0.488514   -650.345
-0.0975146   0.994144  0.0465748    1882.48
 -0.482743 -0.0881721   0.871312   -123.544
         0          0          0          1  0.862086  0.0622833    0.50292    92.4064
 -0.099309   0.993939  0.0471387    1176.03
 -0.496936 -0.0905821   0.863046   -186.529
         0          0          0          1  0.855959  0.0592191   0.513642    1405.89
-0.0987808   0.993851  0.0500297    826.607
  -0.50752 -0.0935613   0.856545   -320.115
         0          0          0          1  0.850221  0.0528067   0.523771    2317.55
-0.0965548    0.99372  0.0565473    1314.31
 -0.517496 -0.0986503    0.84998   -676.256
         0          0          0          1  0.843808  0.0491553   0.534389    3142.34
-0.0961604   0.993528  0.0604499    2052.97
  -0.52796  -0.102395   0.843074   -1111.79
         0          0          0          1  0.835574  0.0451492    0.54752    4444.52
-0.0929239   0.993872  0.0598557    2634.34
 -0.541463  -0.100892   0.834649   -1884.56
         0          0          0          1 0.828264  0.044978  0.558529   5476.38
-0.095361  0.993547 0.0614046   2803.81
-0.552163 -0.104121  0.827209  -2524.06
        0         0         0         1  0.819048  0.0432451   0.572093    5888.38
-0.0958701   0.993451  0.0621583    3180.51
 -0.565658  -0.105757    0.81783   -2907.75
         0          0          0          1  0.815827  0.0403499   0.576886     6189.6
-0.0951162   0.993339  0.0650339    3468.77
  -0.57042  -0.107928   0.814232   -2674.19
         0          0          0          1 0.809833 0.0413487  0.585202   6256.51
-0.099966  0.992651 0.0682003   3472.72
-0.578081 -0.113731  0.808015  -2322.77
